"","title","release_year","age_certification","runtime","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","drama","comedy","documentation","horror","crime","action","thriller","fantasy","romance","history","scifi","animation","reality","sport","family","music","war","western","isNotUS"
"780","Chhota Bheem In Dholakpur to Kathmandu",-0.446702478130338,"G",-1.1909206787765,7.9,-0.260105983339213,-0.251010838312881,0.539653237516113,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"782","An Elf's Story",-0.573189686432326,"",-2.8886922835222,5.1,-0.255930822900807,-0.230322943808742,-3.76387682255782,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"783","Bbuddah Hoga Terra Baap",-0.573189686432326,"PG-13",0.543759004333244,5.6,-0.234165530006685,-0.238162950832931,-1.26182446204972,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"784","Luv Shuv Tey Chicken Khurana",-0.446702478130338,"PG",1.3926448067061,6.6,-0.224934794863515,-0.234091009200213,-0.160921423426156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"785","Bwakaw",-0.446702478130338,"",0.0639539856007624,7.1,-0.257827797969561,-0.255155710243498,-0.26100351784648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"786","Blood Money",-0.446702478130338,"PG",0.285402455784985,5,-0.247126680237213,0.116302607057603,-0.361085612266804,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"787","Shaitan",-0.573189686432326,"PG-13",0.691391317789393,7.2,-0.183637012266243,-0.215445163037258,-0.0608393290058315,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"788","Department",-0.446702478130338,"R",1.42955288507013,3.2,-0.250956936117664,-0.239427075996521,-0.461167706687128,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"790","Asmaa",-0.573189686432326,"",-0.231310641311534,8.1,-0.219870143723014,-0.23697175596724,1.84072046498033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"792","Thaandavam",-0.446702478130338,"",2.3891629225351,6.1,-0.242098334839655,-0.233702047611416,-0.861496084368425,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"794","Question Mark",-0.573189686432326,"",-0.00986217112731175,7,-0.258209008270459,-0.250548946426184,-0.461167706687128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"796","Husbands in Goa",-0.446702478130338,"",1.76172559034647,3.8,-0.257963944505596,-0.248239486992702,-2.06248121741231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"800","Moshe Kasher: Live in Oakland",-0.446702478130338,"",-1.56000146241687,6.7,-0.257546428461756,-0.245152104381626,0.639735331936437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"801","The Mistress",-0.446702478130338,"PG-13",0.839023631245541,6.3,-0.257283211825421,-0.233228000675069,-0.561249801107452,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"802","The Rise of Kirmada",-0.446702478130338,"G",-1.26473683550457,8.2,-0.259951683931707,-0.23695960091759,1.54047418171935,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"803","Vettai",-0.446702478130338,"",1.76172559034647,6,-0.238322537573619,-0.217353505832293,0.339489048675464,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"804","Muran",-0.573189686432326,"",1.17119633652187,6.3,-0.257891333019711,-0.250901442866031,-0.160921423426156,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"805","A World Not Ours",-0.446702478130338,"",-0.342034876403645,7.8,-0.257038148060558,-0.251813071589774,1.54047418171935,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"806","Tom Papa: Live in New York City",-0.573189686432326,"",-1.67072569750898,7.2,-0.256012510822428,-0.235914266647698,-0.361085612266804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"807","Zokkomon",-0.573189686432326,"PG",0.248494377420948,4,-0.256829390038638,-0.241833775827202,0.339489048675464,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
"808","My Friend Pinto",-0.573189686432326,"PG",0.46994284760517,5.3,-0.257001842317616,-0.247157687573861,-1.46198865089037,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"811","One More Try",-0.446702478130338,"",-0.0836783278553859,6,-0.258717288671656,-0.225934970885126,-0.461167706687128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"812","No Other Woman",-0.573189686432326,"",0.0639539856007624,5.9,-0.257737033612205,-0.24601511290677,-2.46280959509361,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"814","Sisterakas",-0.446702478130338,"",0.285402455784985,5,-0.257973020941332,-0.223637666501294,-1.36190655647005,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"817","Phone Swap",-0.446702478130338,"",0.322310534149022,6.2,-0.258980505307991,-0.241335418791556,-1.46198865089037,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"818","Darling, Something's Wrong with Your Head",-0.573189686432326,"",-0.895656051864201,6.7,-0.259352639173153,-0.245006243785827,-0.661331895527777,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"826","Paddington",-0.193728061526362,"PG",-0.268218719675571,7.2,0.771748613269759,0.158565714690324,0.639735331936437,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"828","It Follows",-0.193728061526362,"R",-0.0467702494913488,6.8,1.88613524002313,1.24177511929127,0.0982912011224836,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"829","The Imitation Game",-0.193728061526362,"PG-13",0.396126690877096,8,6.60353102571292,0.33852122475717,1.54047418171935,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"831","Rush",-0.32021526982835,"R",0.765207474517467,8.1,4.01976021771289,0.0964655660289582,1.24022789845838,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"832","Nightcrawler",-0.193728061526362,"R",0.580667082697281,7.8,4.56609811394972,0.430936067245398,1.24022789845838,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"834","St. Vincent",-0.193728061526362,"PG-13",-0.00986217112731175,7.2,0.672679317214986,-0.0354653428711124,0.639735331936437,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"835","The Conjuring",-0.32021526982835,"R",0.359218612513059,7.5,4.24574531465946,2.43225283705263,1.07309080077644,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"837","How to Train Your Dragon 2",-0.193728061526362,"PG",-0.00986217112731175,7.8,2.74351351248543,1.37202863133966,1.21020327013228,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"838","Oldboy",-0.32021526982835,"R",0.0639539856007624,5.7,0.426780520264374,-0.0201621353618818,-0.561249801107452,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"840","Big Eyes",-0.193728061526362,"PG-13",0.137770142328837,7.2,-0.260096906903477,-0.119639061696706,0.537651595627706,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"841","Begin Again",-0.32021526982835,"R",0.0639539856007624,7.4,1.14854776640012,-0.0766831162339408,0.793861757343736,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"844","42",-0.32021526982835,"PG-13",0.949747866337652,7.5,0.597344900608974,-0.0432202645477519,0.639735331936437,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"845","Olympus Has Fallen",-0.32021526982835,"R",0.654483239425356,6.5,2.22883422409459,0.410649289379707,-0.0608393290058315,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"847","Dark Skies",-0.32021526982835,"PG-13",-0.194402562947497,6.3,0.426190551941556,0.00631156277561159,-0.160921423426156,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"848","Blue Jasmine",-0.32021526982835,"PG-13",-0.120586406219423,7.3,1.5706020281085,-0.128463627742537,0.539653237516113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"851","Insidious: Chapter 2",-0.32021526982835,"PG-13",0.137770142328837,6.5,1.27371181519493,0.567972096998429,0.239406954255141,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"852","Creep",-0.193728061526362,"R",-0.748023738408053,6.3,0.224194474644352,-0.0671170921594655,-0.0608393290058315,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"853","Barefoot",-0.193728061526362,"PG-13",-0.452759111495757,6.6,-0.041209582702202,-0.153430099723442,0.139324859834816,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"855","The Giver",-0.193728061526362,"PG-13",-0.194402562947497,6.4,0.818419645822544,-0.0466236784497254,0.0392427654144923,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"858","Mandela: Long Walk to Freedom",-0.32021526982835,"PG-13",1.42955288507013,7.1,-0.00763584691598053,-0.171480348453551,0.439571143095789,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"860","The Green Inferno",-0.32021526982835,"R",-0.0836783278553859,5.3,0.138948590214995,0.126427763415974,-0.7614139899481,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"861","Empire State",-0.32021526982835,"R",-0.305126798039608,5.2,-0.0650715322512629,0.212108708398156,-1.06166027320907,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"862","Penguins of Madagascar",-0.193728061526362,"PG",-0.378942954767682,6.6,0.555684060582276,0.856836851928425,0.0442468701355084,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"864","A Walk Among the Tombstones",-0.193728061526362,"R",0.396126690877096,6.5,0.839794651980033,0.560679067208486,-0.151914034928327,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"865","The Call",-0.32021526982835,"R",-0.305126798039608,6.7,0.845340354214524,0.24238693707607,0.339489048675464,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"866","Scary Movie 5",-0.32021526982835,"PG-13",-0.489667189859794,3.5,0.387543088579098,1.22963222469102,-1.66215283973102,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"869","Philomena",-0.32021526982835,"PG-13",-0.194402562947497,7.6,0.643879786625724,-0.146720512316694,0.93998161519741,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"871","Seventh Son",-0.193728061526362,"PG-13",-0.00986217112731175,5.5,0.437772083940263,0.284334013417892,-0.961578178788749,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"873","The Butler",-0.32021526982835,"PG-13",1.0973801797938,7.2,0.7811245713847,-0.081532981044253,0.894944672708264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"875","Texas Chainsaw 3D",-0.32021526982835,"R",-0.563483346587868,4.8,0.187017393871072,0.383835249852016,-1.06166027320907,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"876","Cloudy with a Chance of Meatballs 2",-0.32021526982835,"PG",-0.268218719675571,6.3,0.665881066848973,0.514732979531845,-0.0178040284050929,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"877","Metallica: Through the Never",-0.32021526982835,"R",-0.342034876403645,7.1,-0.101604186087311,-0.0922780449347691,0.339489048675464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"880","Mr. Peabody & Sherman",-0.193728061526362,"PG",-0.378942954767682,6.8,0.371786396141985,0.190958922007321,0.239406954255141,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0
"882","The Frozen Ground",-0.32021526982835,"R",0.100862063964799,6.4,0.311001506020243,-0.13824844271071,-0.160921423426156,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"884","Shrek the Musical",-0.32021526982835,"PG-13",1.02356402306573,6.9,-0.227022375082717,-0.0909409894732796,0.739817426356761,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"885","The Railway Man",-0.32021526982835,"R",0.506850925969207,7.1,0.104086000554309,-0.161719843584677,0.439571143095789,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
"888","Get on Up",-0.193728061526362,"PG-13",1.35573672834206,6.9,-0.0371614923640958,-0.144374587734263,0.239406954255141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"893","Who Am I",-0.193728061526362,"",0.100862063964799,7.5,0.239043523507898,0.0597330059869448,1.24022789845838,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"897","The Battered Bastards of Baseball",-0.193728061526362,"R",-0.821839895136127,8,-0.223863775446706,-0.187865355381623,1.14014580403806,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"899","Walk of Shame",-0.193728061526362,"R",-0.268218719675571,6,0.233788267216949,0.0252126649812141,-0.561249801107452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900","Cowspiracy: The Sustainability Secret",-0.193728061526362,"",-0.452759111495757,8.2,-0.0324417457815505,-0.189810163325608,1.34030999287871,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"901","The Smurfs 2",-0.32021526982835,"PG",0.100862063964799,5.3,0.120750336564988,0.133660017957668,-0.661331895527777,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"902","I, Frankenstein",-0.193728061526362,"PG-13",-0.378942954767682,5.1,0.47449534292676,0.00329711046243514,-1.1617423676294,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
"904","The November Man",-0.193728061526362,"R",0.211586299056911,6.2,0.354250722300682,-0.0324752006572358,-0.361085612266804,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"905","PK",-0.193728061526362,"PG-13",1.87244982543858,8.1,1.38596009593788,-0.143693904953868,1.24022789845838,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
"910","Bill Burr: I'm Sorry You Feel That Way",-0.193728061526362,"",-0.821839895136127,8.3,-0.187185898638888,-0.183270746613959,1.14014580403806,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"911","Copenhagen",-0.193728061526362,"",-0.15749448458346,7,-0.140451331035953,-0.192545049496837,0.239406954255141,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"914","Thanks for Sharing",-0.32021526982835,"R",0.359218612513059,6.4,-0.00282533597607856,-0.143876230698617,-0.561249801107452,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"915","Queen",-0.193728061526362,"PG-13",1.61409327689032,8.1,0.333202467829677,-0.162740867755269,0.93998161519741,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"918","Virunga",-0.193728061526362,"",-0.452759111495757,8.2,-0.156398628623515,-0.192788150489835,1.54047418171935,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"921","Mike Birbiglia: My Girlfriend's Boyfriend",-0.32021526982835,"",-1.00638028695631,8,-0.230326197690499,-0.224439899778188,1.04006370961773,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"922","Effie Gray",-0.193728061526362,"PG-13",0.0639539856007624,6,-0.20976807074922,-0.190600241552852,-0.561249801107452,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"923","Elena",-0.32021526982835,"PG-13",-0.748023738408053,7.6,-0.24401346277988,-0.211446151702439,0.93998161519741,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"924","The Haunting in Connecticut 2: Ghosts of Georgia",-0.32021526982835,"R",-0.0467702494913488,5.2,-0.103864218585491,0.0661022520034951,-0.661331895527777,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"926","The Nut Job",-0.193728061526362,"PG",-0.637299503315942,5.7,-0.00202660963134012,-0.0117143758551977,-0.7614139899481,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"932","Haider",-0.193728061526362,"PG-13",1.76172559034647,8.1,0.236002917536451,-0.175649530483469,0.639735331936437,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"933","Omar",-0.32021526982835,"",-0.231310641311534,7.5,-0.130603398262758,-0.257963526712626,0.739817426356761,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1
"934","Tom Segura: Completely Normal",-0.193728061526362,"",-1.04328836532035,7.7,-0.236389256761923,-0.227819003580862,0.739817426356761,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"935","We Steal Secrets: The Story of WikiLeaks",-0.32021526982835,"R",0.912839787973615,6.9,-0.188547363999237,-0.190393605708804,0.139324859834816,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"936","Search Party",-0.193728061526362,"R",-0.342034876403645,5.6,-0.18940054895839,-0.178761223193844,-1.06166027320907,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"940","Stand by Me Doraemon",-0.193728061526362,"G",-0.452759111495757,7.3,-0.188048160033776,0.532941243907403,0.878931537601012,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
"942","Berserk: The Golden Age Arc III - The Advent",-0.32021526982835,"NC-17",0.285402455784985,7.8,-0.168225224387085,0.234303829058883,1.14014580403806,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1
"943","The Square",-0.32021526982835,"",-0.526575268223831,8.1,-0.179334781727538,-0.199206016704985,1.34030999287871,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"944","2 States",-0.193728061526362,"PG",1.72481751198243,6.9,-0.0276947698917982,-0.149990220672519,0.139324859834816,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"948","The Short Game",-0.32021526982835,"PG",-0.0836783278553859,7.3,-0.246309801021003,-0.222069665096456,0.839899520777085,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"949","Highway",-0.193728061526362,"PG-13",1.13428825815784,7.6,-0.000175016741264642,-0.185604516146741,0.839899520777085,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"950","Jinxed",-0.32021526982835,"G",-1.1909206787765,6.3,-0.247054068751328,-0.187986905878122,0.239406954255141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"953","Dabbe: The Possession",-0.32021526982835,"",0.654483239425356,6.8,-0.207635108351339,-0.198707659669339,-0.461167706687128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"954","Ralphie May: Imperfectly Yours",-0.32021526982835,"",-1.22782875714054,5.4,-0.259162034022704,-0.237859074591683,-1.46198865089037,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"955","Mary Kom",-0.193728061526362,"PG-13",0.72829939615343,6.8,-0.16281566868863,-0.205490177373986,0.639735331936437,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"956","The Other One: The Long, Strange Trip of Bob Weir",-0.193728061526362,"",-0.637299503315942,7.3,-0.245338622397287,-0.246780881034714,0.839899520777085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"957","Fukrey",-0.32021526982835,"PG-13",1.28192057161399,6.9,-0.153639392159873,-0.211980973887035,0.339489048675464,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"958","Free Birds",-0.32021526982835,"PG",-0.41585103313172,5.8,-0.0414546464670649,-0.0560559969780518,-0.561249801107452,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"959","Race 2",-0.32021526982835,"",1.76172559034647,5.3,-0.111207055095643,-0.210680383574495,-0.861496084368425,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"962","Birth Reborn",-0.32021526982835,"",-0.41585103313172,7.8,-0.258272543320609,-0.250087054539488,0.339489048675464,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"963","The Berlin File",-0.32021526982835,"",0.654483239425356,6.6,-0.195227620700686,-0.16909795872217,0.239406954255141,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"964","Monty Python: The Meaning of Live",-0.193728061526362,"",-0.231310641311534,7.6,-0.255132096556069,-0.244422801402632,0.93998161519741,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"965","Imperial Dreams",-0.193728061526362,"",-0.563483346587868,6.7,-0.219634156393887,-0.199971784832929,0.0392427654144923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"966","Monty Python: Live (Mostly)",-0.193728061526362,"R",1.31882864997802,7.6,-0.236752314191349,-0.218155739109187,0.639735331936437,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"969","LEGO DC Comics Super Heroes: Batman Be-Leaguered",-0.193728061526362,"",-2.96250844025028,6.5,-0.248397381240206,-0.113245505580856,0.439571143095789,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"970","Hasee Toh Phasee",-0.193728061526362,"PG-13",1.42955288507013,6.8,-0.123033650859214,-0.190308520361254,0.239406954255141,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"972","The Boss: Anatomy of a Crime",-0.193728061526362,"",-0.15749448458346,7.3,-0.240991009679904,0.0423755950868802,1.34030999287871,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"974","Once Upon a Time in Mumbai Dobaara!",-0.32021526982835,"",2.13080637398684,4.4,-0.195173162086272,-0.221170191422363,-0.961578178788749,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"975","Jim Jefferies: Bare",-0.193728061526362,"R",-0.969472208592276,8,-0.210993389573535,-0.180815426584678,1.04006370961773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"976","Pizza",-0.193728061526362,"",0.174678220692874,6.2,-0.248642445005069,-0.23438273039181,-1.86231702857167,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"977","Boss",-0.32021526982835,"PG-13",1.50336904179821,5.1,-0.159275858751721,-0.226591343566221,-0.7614139899481,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"978","Madras Cafe",-0.32021526982835,"PG-13",1.02356402306573,7.6,-0.0381326709878119,-0.175844011277867,0.139324859834816,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"981","Ankhon Dekhi",-0.193728061526362,"",0.0639539856007624,8,-0.157723788240922,-0.2164783422575,0.439571143095789,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"982","Kai Po Che!",-0.32021526982835,"",0.875931709609578,7.7,0.0733078069746718,-0.183927119295054,0.539653237516113,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"983","Anjaan",-0.193728061526362,"",2.49988715762721,5.3,-0.215014250604434,-0.208456009488563,-0.661331895527777,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"984","ABCD",-0.32021526982835,"PG-13",1.24501249324995,6.3,-0.197387812405774,-0.224573605324337,-0.361085612266804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"985","Blind Detective",-0.32021526982835,"",1.02356402306573,6.4,-0.230607567198305,-0.174652816412176,-0.461167706687128,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"986","Satyagraha",-0.32021526982835,"PG",1.83554174707454,5.9,-0.213625555936877,-0.232887659284872,-0.26100351784648,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"987","Buddies",-0.32021526982835,"",-0.305126798039608,6.5,-0.250739101660008,-0.226384707722173,0.439571143095789,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"988","Khoobsurat",-0.193728061526362,"PG",1.02356402306573,6.4,-0.183736853059335,-0.188157076573221,0.304460315628351,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"990","The Perfect Dictatorship",-0.193728061526362,"",1.50336904179821,7.2,-0.211256606209869,-0.0799649796394152,0.739817426356761,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"991","Bride for Rent",-0.193728061526362,"",0.46994284760517,6.4,-0.255104867248862,-0.236643569626693,1.04006370961773,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"992","Selfie",-0.193728061526362,"",0.765207474517467,6,-0.245393081011701,-0.238953029060175,-0.160921423426156,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"993","Chashme Baddoor",-0.32021526982835,"",0.654483239425356,5.4,-0.213834313958797,-0.230322943808742,-1.96239912299199,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"994","Bombay Talkies",-0.32021526982835,"PG-13",0.912839787973615,6.6,-0.211528899281939,-0.211908043589136,0.0392427654144923,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"995","Humpty Sharma Ki Dulhania",-0.193728061526362,"PG",1.13428825815784,6,-0.142847510070169,-0.183732638500656,-0.0608393290058315,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"996","Ragini MMS 2",-0.193728061526362,"PG-13",0.654483239425356,3.9,-0.234210912185363,-0.22672504911237,-2.16256331183264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"997","Mission Blue",-0.193728061526362,"PG",-0.305126798039608,7.9,-0.242488621576289,-0.216283861463102,1.04006370961773,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"998","Chennai Express",-0.32021526982835,"PG-13",1.42955288507013,6,0.229014062019989,-0.160455718421087,0.139324859834816,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"1001","Saheb Biwi Aur Gangster Returns",-0.32021526982835,"",1.46646096343417,6.7,-0.224281291490547,-0.227588057637513,0.339489048675464,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"1002","Raja Natwarlal",-0.193728061526362,"PG",1.42955288507013,6.1,-0.221431290669548,-0.235197118718354,0.139324859834816,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1003","My Beautiful Broken Brain",-0.193728061526362,"",-0.674207581679979,7,-0.239811073034268,-0.226348242573223,0.639735331936437,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1004","Jim Gaffigan: Obsessed",-0.193728061526362,"",-1.1909206787765,7.6,-0.240192283335166,-0.222726037777551,0.739817426356761,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1005","Jeff Dunham: All Over the Map",-0.193728061526362,"PG-13",-2.26125495133357,7.1,-0.252808529007739,-0.246878121431913,-0.961578178788749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1006","Eyes of a Thief",-0.193728061526362,"",-0.15749448458346,6.6,-0.256475409044947,-0.251849536738724,-1.46198865089037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
