"","title","release_year","age_certification","runtime","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","drama","comedy","documentation","horror","crime","action","thriller","fantasy","romance","history","scifi","animation","reality","sport","family","music","war","western","isNotUS"
"3147","The Paper Tigers",0.565195188285568,"PG-13",0.285402455784985,6.3,-0.221158997597478,-0.208553249885762,0.439571143095789,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3149","Between Two Ferns: The Movie",0.438707979983579,"",-0.748023738408053,6.1,0.0302128901017387,-0.113488606573854,-0.461167706687128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3151","The Game Changers",0.438707979983579,"",-0.526575268223831,7.8,-0.0795575236853828,-0.128986294877483,0.93998161519741,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3152","Dick Johnson Is Dead",0.565195188285568,"PG-13",-0.489667189859794,7.4,-0.201463132051087,-0.168842702679522,0.93998161519741,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3153","Velvet Buzzsaw",0.438707979983579,"R",0.396126690877096,5.7,0.289735417091582,-0.0698155131817444,-1.1617423676294,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3159","The Old Ways",0.565195188285568,"R",-0.452759111495757,5.4,-0.205783515461263,-0.148774715707528,0.739817426356761,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3162","The Laundromat",0.438707979983579,"R",-0.231310641311534,6.3,0.187734432294189,-0.139828599165198,-0.461167706687128,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3163","Pokémon the Movie: Secrets of the Jungle",0.565195188285568,"",-0.120586406219423,6.4,-0.242933366927336,1.08225224768592,0.5666754030096,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1
"3164","Project Power",0.565195188285568,"R",0.396126690877096,6,0.523707777485531,0.00798895962729852,0.0392427654144923,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"3165","In the Tall Grass",0.438707979983579,"",-0.00986217112731175,5.4,0.241149256598572,-0.0806456624198099,-0.961578178788749,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"3167","#Alive",0.565195188285568,"",-0.15749448458346,6.3,0.0871856772145023,0.451490256203388,0.839899520777085,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3175","Tread",0.565195188285568,"",-0.526575268223831,7.1,-0.232658841674565,-0.23320369057577,0.239406954255141,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3176","Paddleton",0.438707979983579,"R",-0.489667189859794,7.1,-0.135386679895453,-0.176050647121915,0.539653237516113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3178","Lost Girls",0.565195188285568,"R",-0.268218719675571,6.1,-0.0646177104644797,-0.112747148545209,-0.361085612266804,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3179","Fyre",0.438707979983579,"",-0.15749448458346,7.2,0.154487448194451,-0.146076294685249,0.439571143095789,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3181","The Wolf's Call",0.438707979983579,"",0.46994284760517,6.9,-0.102012625695416,-0.0763063096947938,1.14014580403806,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
"3183","Pokemon the Movie: Mewtwo Strikes Back - Evolution",0.438707979983579,"PG",-0.15749448458346,5.7,-0.210866319473235,1.51166584171777,0.239406954255141,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
"3184","The Red Sea Diving Resort",0.438707979983579,"R",0.986655944701689,6.6,-0.00595670630488267,-0.0925940762256667,0.439571143095789,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"3186","Thackeray",0.438707979983579,"",1.35573672834206,5.3,-0.230017598875486,-0.230967161440187,-1.1617423676294,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"3188","Charlie Says",0.438707979983579,"R",0.0639539856007624,5.9,-0.219951831644635,-0.127308898025796,-0.561249801107452,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3189","Crip Camp: A Disability Revolution",0.565195188285568,"R",0.174678220692874,7.7,-0.193140040481483,-0.13705724784502,0.839899520777085,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3192","Polar",0.438707979983579,"R",0.580667082697281,6.3,0.540717018054166,0.101923183321766,-0.160921423426156,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3193","The Silence",0.438707979983579,"PG-13",-0.452759111495757,5.3,0.146227891674997,0.166369256565563,-0.421134868918999,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"3196","Spenser Confidential",0.565195188285568,"R",0.322310534149022,6.2,0.525395994532365,-0.00389867893030874,0.084279707903638,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3199","Ip Man 4: The Finale",0.438707979983579,"PG",0.174678220692874,7,0.0270905962086703,-0.0277347312937727,0.739817426356761,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"3201","David Attenborough: A Life on Our Planet",0.565195188285568,"PG",-0.711115660044016,8.9,0.0264824750143808,-0.0715658403313307,2.04088465382097,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3204","Doom: Annihilation",0.438707979983579,"R",-0.231310641311534,3.7,-0.176321405063298,0.0988479557603396,-1.56207074531069,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"3208","I Lost My Body",0.438707979983579,"",-0.78493181677209,7.5,0.0333351839948072,-0.13059076143127,1.04006370961773,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
"3210","Cut Throat City",0.565195188285568,"R",0.765207474517467,4.8,-0.237015530827683,-0.13829706290931,0.139324859834816,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3213","High Flying Bird",0.438707979983579,"",-0.452759111495757,6.2,-0.182357234827514,-0.176476073859662,-0.7614139899481,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3214","The Water Man",0.565195188285568,"PG",-0.378942954767682,5.4,-0.225343234471619,-0.104797746074171,-0.26100351784648,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
"3217","The Lost Husband",0.565195188285568,"PG-13",0.248494377420948,6.1,-0.217546576174684,-0.17674348495196,0.539653237516113,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3218","IO",0.438707979983579,"PG-13",-0.231310641311534,4.7,0.0496727683190026,0.0400296705044485,-1.56207074531069,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3219","Rocks",0.438707979983579,"",-0.342034876403645,7.4,-0.217800716375283,-0.17676779505126,0.239406954255141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3221","Over the Moon",0.565195188285568,"PG",-0.268218719675571,6.3,-0.0605696201263735,0.649423084702444,0.839899520777085,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1
"3222","Kiss the Ground",0.565195188285568,"",-0.674207581679979,8.2,-0.199420934010563,-0.189020085098364,1.64055627613968,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3224","This Changes Everything",0.438707979983579,"PG",-0.194402562947497,7.6,-0.246219036663647,-0.207349899970421,0.0392427654144923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3225","Eli",0.438707979983579,"R",-0.15749448458346,5.8,0.0590578028696792,0.121030921371417,-0.461167706687128,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3226","The Boy Who Harnessed the Wind",0.438707979983579,"",0.396126690877096,7.6,0.0800515987262703,0.160546987783258,1.44039208729903,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3227","Jiu Jitsu",0.565195188285568,"R",-0.00986217112731175,2.9,-0.181658349275868,0.910246140090109,-1.46198865089037,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
"3228","American Murder: The Family Next Door",0.565195188285568,"R",-0.711115660044016,7.2,-0.0137442881660825,-0.127795100011792,0.839899520777085,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3231","Atlantics",0.438707979983579,"PG-13",0.137770142328837,6.7,-0.175195927032075,-0.127308898025796,0.239406954255141,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"3236","Rim of the World",0.438707979983579,"PG",-0.120586406219423,5.2,-0.0428433411346215,0.0134951971187056,-0.461167706687128,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"3238","The Vanished",0.565195188285568,"R",0.46994284760517,5.7,-0.166364555061274,-0.103825342102179,-0.461167706687128,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3239","2 Hearts",0.565195188285568,"PG-13",-0.0836783278553859,6.2,-0.226060272894737,-0.0637501434064417,1.24022789845838,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3241","Avengement",0.438707979983579,"",-0.452759111495757,6.5,-0.118195910612105,-0.0536736072466703,0.339489048675464,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3242","A Shaun the Sheep Movie: Farmageddon",0.438707979983579,"G",-0.563483346587868,6.8,-0.138164069230566,-0.061148962781362,0.469595771421886,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
"3244","The Edge of All We Know",0.565195188285568,"",-0.120586406219423,6.6,-0.238576677774218,-0.1716626741983,0.339489048675464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3245","Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese",0.438707979983579,"",1.46646096343417,7.6,-0.199475392624977,-0.145419922004154,0.739817426356761,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"3246","American Factory",0.438707979983579,"",0.285402455784985,7.4,-0.0636556082764993,-0.1075083221461,0.739817426356761,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3249","Wasp Network",0.565195188285568,"R",0.949747866337652,5.9,-0.166455319418631,-0.141335825321786,-0.361085612266804,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3250","Klaus",0.438707979983579,"PG",-0.231310641311534,8.1,1.04405983821115,-0.0118237713020469,1.84072046498033,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"3253","We Can Be Heroes",0.565195188285568,"PG",-0.194402562947497,4.7,-0.12660069010333,0.621891897245408,-0.26100351784648,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"3254","All the Bright Places",0.565195188285568,"",0.211586299056911,6.5,-0.00319746984124078,0.728601078121926,1.24022789845838,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3255","The Last Blockbuster",0.565195188285568,"",-0.600391424951905,6.7,-0.211111383238098,-0.165427133727898,0.139324859834816,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3256","The Great Hack",0.438707979983579,"",0.433034769241133,7.1,-0.0532721657948996,-0.0783605130856277,0.439571143095789,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3260","Night in Paradise",0.565195188285568,"",1.06047210142976,6.7,-0.19932109321747,0.48587689166297,0.439571143095789,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3261","The Disciple",0.565195188285568,"",0.949747866337652,7.1,-0.237260594592546,-0.2228354332244,0.339489048675464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3265","The Boys in the Band",0.565195188285568,"R",0.691391317789393,6.8,-0.121000529254425,-0.13055429628232,0.339489048675464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3266","Miss Americana",0.565195188285568,"R",-0.637299503315942,7.4,-0.0837326841237883,-0.0626075687393506,1.44039208729903,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3269","The Forty-Year-Old Version",0.565195188285568,"R",0.765207474517467,7.2,-0.215150397140469,-0.123698848279774,0.439571143095789,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3273","Audrey",0.565195188285568,"PG",-0.0836783278553859,7.1,-0.242769991084094,-0.159228058406447,0.639735331936437,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3275","Calm with Horses",0.565195188285568,"",-0.0836783278553859,6.8,-0.20928701965523,-0.191110753638148,-0.0608393290058315,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3276","Skylines",0.565195188285568,"R",0.396126690877096,4.7,-0.186686694673426,0.856946247375274,-0.861496084368425,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"3278","Girl on the Third Floor",0.438707979983579,"",-0.342034876403645,4.7,-0.169750065590677,-0.141664011662334,-1.1617423676294,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3283","Vita & Virginia",0.438707979983579,"",0.285402455784985,5.7,-0.225860591308552,-0.167566422466282,0.439571143095789,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"3284","Captain Underpants: Epic Choice-o-rama",0.565195188285568,"",-2.40888726478972,6.4,-0.259833690267143,-0.210558833077996,1.54047418171935,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
"3286","The Perfect Date",0.438707979983579,"PG-13",-0.342034876403645,5.8,0.091569595674828,0.356765954281677,0.0392427654144923,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3289","Love Wedding Repeat",0.565195188285568,"",-0.0836783278553859,5.5,-0.0752915988896207,-0.135100284851385,-0.80144682771623,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"3290","Disclosure",0.565195188285568,"",0.174678220692874,8.2,-0.211356447002961,-0.107009965110454,1.74063837056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3291","Framing John DeLorean",0.438707979983579,"",0.248494377420948,6.5,-0.239402633426163,-0.206401806097729,-0.26100351784648,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3292","The Decline",0.565195188285568,"R",-0.711115660044016,6,-0.180850546495394,-0.171917930240948,-0.26100351784648,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3293","Patsy & Loretta",0.438707979983579,"",-0.526575268223831,6.8,-0.250920630374721,-0.206620596991427,0.139324859834816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3294","What Lies Below",0.565195188285568,"",-0.563483346587868,4.3,-0.185316152877341,0.165250991997771,-1.06166027320907,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3295","The Sleepover",0.565195188285568,"",0.0270459072367253,5.6,-0.166173949910825,-0.145164665961506,0.0392427654144923,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"3298","Magamuni",0.438707979983579,"PG-13",2.02008213889473,7.8,-0.240528111457385,-0.248020696099004,0.439571143095789,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3301","Bill Burr: Paper Tiger",0.438707979983579,"",-1.30164491386861,8.1,-0.16090961718414,-0.190381450659154,0.839899520777085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3304","Sergio",0.565195188285568,"R",0.580667082697281,6.2,-0.172536531361526,-0.120696551016247,0.239406954255141,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"3305","The Lift Boy",0.438707979983579,"",0.174678220692874,7.1,-0.236362027454716,-0.247972075900404,0.339489048675464,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3306","Made You Look: A True Story About Fake Art",0.565195188285568,"",-0.231310641311534,7,-0.222166481964137,-0.205344316778187,0.539653237516113,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3308","The Swarm",0.565195188285568,"",-0.0467702494913488,5.3,-0.198005010035799,-0.126470199599952,-0.644317939476321,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"3309","A Whisker Away",0.565195188285568,"",0.0639539856007624,6.7,-0.171447359073246,0.519753015037255,1.54047418171935,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
"3310","Fatima",0.565195188285568,"PG-13",0.396126690877096,6.5,-0.23122476482833,-0.165779630167746,0.739817426356761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"3311","Dave Chappelle: Sticks & Stones",0.438707979983579,"R",-1.37546107059668,8.4,-0.0238917433185549,-0.169413990013067,1.18618356747141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3315","Tell Me Who I Am",0.438707979983579,"",-0.637299503315942,7.6,-0.129260085773879,-0.18573822169289,1.04006370961773,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3317","Concrete Cowboy",0.565195188285568,"R",0.322310534149022,6.3,-0.181957871655145,-0.166326607401991,-0.26100351784648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"3318","Live Twice, Love Once",0.438707979983579,"",-0.0467702494913488,7.2,-0.200764246499441,-0.0925454560270671,1.04006370961773,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3321","Uncorked",0.565195188285568,"",0.0639539856007624,6.4,-0.209840682235105,-0.15881478671835,-0.361085612266804,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3327","Poms",0.438707979983579,"PG-13",-0.41585103313172,6,-0.20361424732044,-0.147401195097089,0.139324859834816,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"3328","Barbie: Princess Adventure",0.565195188285568,"G",-1.15401260041246,5.5,-0.256257574587291,0.70249203147393,0.839899520777085,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"3329","Nobody Sleeps in the Woods Tonight",0.565195188285568,"",-0.00986217112731175,4.9,-0.155245921285086,0.846954796563052,-1.46198865089037,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"3330","The Reason I Jump",0.565195188285568,"",-0.748023738408053,7.5,-0.252980981286717,-0.23319153552612,0.739817426356761,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3331","Violet Evergarden: The Movie",0.565195188285568,"PG",1.3926448067061,8.3,-0.205202623574181,-0.0246473486826968,2.04088465382097,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
"3335","Jo Koy: Comin’ In Hot",0.438707979983579,"",-1.56000146241687,7.3,-0.251038624039285,-0.234504280888309,0.639735331936437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3337","The Operative",0.438707979983579,"",0.654483239425356,5.7,-0.203832081778096,-0.0461253214140793,-0.7614139899481,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3342","See You Yesterday",0.438707979983579,"",-0.600391424951905,5.2,-0.163215031860999,-0.173084815007339,-0.861496084368425,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"3343","The Willoughbys",0.565195188285568,"PG",-0.378942954767682,6.3,-0.0911753614270328,0.00875472775524253,0.639735331936437,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"3347","Close",0.438707979983579,"R",-0.268218719675571,5.7,-0.0358726384896315,-0.0536979173459701,-0.641315476643711,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3349","The Silence of Others",0.438707979983579,"",-0.268218719675571,8,-0.241535595824044,-0.145091735663607,1.74063837056,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3350","Cuties",0.565195188285568,"NC-17",-0.231310641311534,3.4,0.0148011022225811,-0.140412041548394,-1.1617423676294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3352","An Easy Girl",0.438707979983579,"",-0.378942954767682,5.6,-0.214769186839571,-0.0665822699748696,-0.861496084368425,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3353","Nate Bargatze: The Tennessee Kid",0.438707979983579,"",-1.56000146241687,7.6,-0.243904545551053,-0.233920838505114,1.04006370961773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3354","The Babysitter: Killer Queen",0.565195188285568,"R",-0.0467702494913488,5.8,0.0905530348724336,0.754843830316071,-0.0608393290058315,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3360","Tall Girl",0.438707979983579,"PG",-0.0467702494913488,5.2,-0.0476992342532018,0.0429711925197256,-0.0608393290058315,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"3361","Cadaver",0.565195188285568,"",-0.600391424951905,5.1,-0.171066148772348,0.209130721233929,-0.861496084368425,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3366","Let It Snow",0.438707979983579,"PG-13",-0.342034876403645,5.8,-0.0624393658879203,-0.087804986663604,-0.360084791322601,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3368","Holidate",0.565195188285568,"",0.0639539856007624,6.1,0.311890996722338,-0.103059573974235,0.639735331936437,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3369","Sightless",0.565195188285568,"",-0.489667189859794,5.5,-0.184608190889959,-0.148166963225033,0.539653237516113,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3370","The Last Thing He Wanted",0.565195188285568,"R",0.506850925969207,4.3,-0.122253077385947,-0.11784011434852,-1.56207074531069,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3371","ZZ Top: That Little Ol' Band from Texas",0.438707979983579,"",-0.41585103313172,7.5,-0.244839418431826,-0.21393793688067,1.04006370961773,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3377","Super Deluxe",0.438707979983579,"NC-17",2.72133562781143,8.4,-0.136394164262111,-0.179150184782641,1.34030999287871,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3378","System Crasher",0.438707979983579,"",0.580667082697281,7.8,-0.143709771465057,-0.139378862328152,1.24022789845838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3379","Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend",0.565195188285568,"PG-13",-0.821839895136127,6.9,-0.211764886611066,-0.164163008564308,-0.0608393290058315,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3384","Jenny Slate: Stage Fright",0.438707979983579,"",-1.33855299223265,5.8,-0.248842126591254,-0.223175774614598,-0.561249801107452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3388","Lying and Stealing",0.438707979983579,"R",-0.0836783278553859,5.4,-0.207753102015902,-0.015008394310322,-0.461167706687128,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3389","I'm No Longer Here",0.438707979983579,"",0.359218612513059,7.3,-0.188692586971008,-0.0544636854739142,1.24022789845838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3390","Children of the Sea",0.438707979983579,"",0.285402455784985,6.5,-0.234691963279353,-0.0471341905350214,0.739817426356761,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1
"3393","9to5: The Story of A Movement",0.565195188285568,"",-0.489667189859794,7.4,-0.258399613420908,-0.243657033274688,0.339489048675464,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3395","To All the Boys: P.S. I Still Love You",0.565195188285568,"PG-13",-0.00986217112731175,6,0.0795433183250731,0.202323893429982,0.437569501207382,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3398","Hubie Halloween",0.565195188285568,"PG-13",0.0270459072367253,5.2,0.180328060733887,-0.0409472702632196,-0.461167706687128,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3400","Vampires vs. the Bronx",0.565195188285568,"PG-13",-0.600391424951905,5.6,-0.171474588380453,-0.129764218055077,-0.561249801107452,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3403","The Coldest Game",0.438707979983579,"",0.0639539856007624,6.2,-0.162997197403343,-0.151667617524206,-0.26100351784648,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"3404","Anthony Jeselnik: Fire in the Maternity Ward",0.438707979983579,"",-1.41236914896072,7.2,-0.227839254298927,-0.213257254100275,0.539653237516113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3411","The Stand In",0.565195188285568,"R",-0.194402562947497,4.7,-0.229345942631047,-0.178530277250496,-0.861496084368425,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3412","Earthquake Bird",0.438707979983579,"R",0.174678220692874,5.9,-0.128779034679889,-0.139743513817649,-0.561249801107452,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"3413","Falling Inn Love",0.438707979983579,"",-0.15749448458346,5.6,-0.0830337985721421,-0.0335691551257272,0.0682665727963862,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3414","The Wedding Guest",0.438707979983579,"R",-0.231310641311534,5.8,-0.209023803018895,-0.184935988415996,-0.7614139899481,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3415","Miles Davis: Birth of the Cool",0.438707979983579,"",0.506850925969207,7.4,-0.244485437438135,-0.205976379359982,0.93998161519741,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3421","Altered Carbon: Resleeved",0.565195188285568,"",-1.00638028695631,6.5,-0.204948483373582,0.721478219027081,0.0392427654144923,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1
"3422","Have a Good Trip: Adventures in Psychedelics",0.565195188285568,"",-0.637299503315942,6.8,-0.190607714911233,-0.116588144234579,0.439571143095789,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3427","Invader ZIM: Enter the Florpus",0.438707979983579,"",-1.15401260041246,7.4,-0.207952783602087,-0.140205405704345,1.14014580403806,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0
"3428","Forensic",0.565195188285568,"PG-13",1.17119633652187,6.8,-0.214052148416453,-0.194173826149924,0.139324859834816,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3431","The Fable",0.438707979983579,"",0.765207474517467,6.5,-0.243877316243846,-0.222701727678251,0.0392427654144923,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"3433","How High 2",0.438707979983579,"",-0.489667189859794,3,-0.250366967794845,-0.0550471278571096,0.139324859834816,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3434","Violet Evergarden: Eternity and the Auto Memories Doll",0.438707979983579,"",-0.452759111495757,7.4,-0.21797316865426,-0.0050412535973998,1.74063837056,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"3437","The Stronghold",0.565195188285568,"",0.100862063964799,6.9,-0.169677454104792,0.959267455328176,1.01904646978947,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
